Wall time,Step,Value
1522813387.6616244,907,0.5012000203132629
1522813387.8611906,909,0.48820000886917114
1522813388.4477065,915,0.48034998774528503
1522813388.6421838,917,0.48730000853538513
1522813390.0088155,931,0.4905500113964081
1522813390.1087508,932,0.4906499981880188
1522813391.093336,942,0.4943000078201294
1522813391.3939106,945,0.4834499955177307
1522813392.2808557,954,0.49494999647140503
1522813392.6690216,958,0.4941500127315521
1522813393.0610704,962,0.4953500032424927
1522813393.9473953,971,0.506600022315979
1522813394.044643,972,0.4864000082015991
1522813394.6353815,978,0.5065000057220459
1522813394.7325728,979,0.5024499893188477
1522813395.2259717,984,0.49309998750686646
1522813396.4257402,996,0.4971500039100647
1522813397.026289,1002,0.5130500197410583
1522813397.3195074,1005,0.49050000309944153
1522813398.227084,1014,0.5120999813079834
1522813398.5209157,1017,0.5085499882698059
1522813399.327744,1025,0.5120999813079834
1522813401.2312634,1044,0.5059999823570251
1522813402.5257962,1057,0.5074999928474426
1522813403.1403272,1063,0.519349992275238
1522813403.4473786,1066,0.515999972820282
1522813403.6431658,1068,0.5038999915122986
1522813404.0437546,1072,0.5040500164031982
1522813404.644407,1078,0.5228000283241272
1522813405.1438787,1083,0.5091500282287598
1522813406.172385,1093,0.508899986743927
1522813406.7776787,1099,0.5248000025749207
1522813407.1748352,1103,0.5084999799728394
1522813407.2802474,1104,0.525600016117096
1522813408.2775576,1114,0.5165500044822693
1522813408.7836077,1119,0.5128999948501587
1522813412.5774882,1156,0.5298500061035156
1522813412.9784725,1160,0.521399974822998
1522813413.0798302,1161,0.5199000239372253
1522813413.176966,1162,0.526199996471405
1522813415.0414977,1180,0.5314499735832214
1522813416.3318367,1192,0.5561000108718872
1522813416.4403994,1193,0.5468000173568726
1522813417.057168,1199,0.5347999930381775
1522813417.834358,1206,0.5558000206947327
1522813420.6883037,1232,0.5341500043869019
1522813420.892932,1234,0.5436000227928162
1522813421.9677134,1244,0.5570499897003174
1522813423.1268358,1255,0.5472000241279602
1522813423.4413092,1258,0.5319499969482422
1522813423.7560441,1261,0.538349986076355
1522813425.8676937,1281,0.5425500273704529
1522813426.4805346,1287,0.5425999760627747
1522813427.1778996,1294,0.5292999744415283
1522813427.7842016,1300,0.5336499810218811
1522813428.8145075,1310,0.5585500001907349
1522813429.4122024,1316,0.5332000255584717
1522813429.7111142,1319,0.5483999848365784
1522813430.8280785,1330,0.5623499751091003
1522813431.1306322,1333,0.5720000267028809
1522813431.4299715,1336,0.5692499876022339
1522813431.5307024,1337,0.5634499788284302
1522813436.4258277,1385,0.5540500283241272
1522813436.7288337,1388,0.5598499774932861
1522813437.0267715,1391,0.5456500053405762
1522813437.1291647,1392,0.5526000261306763
1522813439.3679278,1414,0.5812000036239624
1522813440.6103268,1426,0.5655999779701233
1522813440.8143084,1428,0.5583999752998352
1522813441.218498,1432,0.573199987411499
1522813441.6427248,1436,0.5627999901771545
1522813442.0439541,1440,0.5702999830245972
1522813444.6677003,1465,0.5664499998092651
1522813444.77554,1466,0.5843999981880188
1522813445.924829,1477,0.5789499878883362
1522813446.7347744,1485,0.5748000144958496
1522813447.1549067,1489,0.5727499723434448
1522813447.367993,1491,0.566349983215332
1522813448.4015956,1501,0.5788999795913696
1522813449.1185544,1508,0.5771499872207642
1522813450.68653,1523,0.5991500020027161
1522813451.1016438,1527,0.5776000022888184
1522813453.613806,1551,0.5819500088691711
1522813453.718645,1552,0.5880500078201294
1522813455.4011328,1568,0.6237499713897705
1522813455.5131755,1569,0.5875499844551086
1522813457.101369,1584,0.6013500094413757
1522813457.5238276,1588,0.5922499895095825
1522813458.483895,1597,0.5999000072479248
1522813459.2215593,1604,0.5976499915122986
1522813459.329232,1605,0.5957000255584717
1522813460.694435,1618,0.5824499726295471
1522813461.6294196,1627,0.6028500199317932
1522813462.145568,1632,0.605650007724762
1522813462.6696384,1637,0.5930500030517578
1522813462.9862058,1640,0.5989500284194946
1522813463.528145,1645,0.5972999930381775
1522813463.8429434,1648,0.5986999869346619
1522813465.144356,1660,0.6028500199317932
1522813465.9848893,1668,0.6088500022888184
1522813466.730093,1675,0.6040999889373779
1522813467.4878485,1682,0.6069999933242798
1522813468.4603956,1691,0.6093999743461609
1522813468.8966262,1695,0.5992500185966492
1522813469.0019705,1696,0.6126499772071838
1522813469.1115472,1697,0.6027500033378601
1522813469.3221872,1699,0.6168000102043152
1522813469.647094,1702,0.6042500138282776
1522813470.3837013,1709,0.6103500127792358
1522813471.3639185,1718,0.6148999929428101
1522813472.446856,1728,0.6183000206947327
1522813472.870993,1732,0.6167500019073486
1522813473.092523,1734,0.6208999752998352
1522813473.4153585,1737,0.616349995136261
1522813473.9672184,1742,0.6208000183105469
1522813474.3239443,1745,0.6234999895095825
1522813474.433465,1746,0.6238999962806702
1522813474.5355937,1747,0.6248999834060669
1522813476.5862656,1766,0.62704998254776
1522813477.562595,1775,0.6200500130653381
1522813478.2227235,1781,0.6341999769210815
1522813478.986207,1788,0.6284000277519226
1522813479.0959406,1789,0.6302499771118164
1522813480.0641837,1798,0.6309499740600586
1522813480.822575,1805,0.6355000138282776
1522813482.1286292,1817,0.632099986076355
1522813483.110325,1826,0.6381499767303467
1522813483.5499845,1830,0.638700008392334
1522813484.6429522,1840,0.640500009059906
1522813485.0779774,1844,0.6363000273704529
1522813485.6185298,1849,0.6558499932289124
1522813486.0532694,1853,0.6414999961853027
1522813487.4803603,1866,0.6273000240325928
1522813487.8139675,1869,0.6255000233650208
1522813488.4671607,1875,0.6275500059127808
1522813488.6922452,1877,0.6254000067710876
1522813492.4592073,1911,0.6475499868392944
1522813493.133272,1917,0.6554499864578247
1522813495.037076,1934,0.6644499897956848
1522813495.262993,1936,0.6506999731063843
1522813495.4895356,1938,0.6477500200271606
1522813496.1713197,1944,0.6561499834060669
1522813496.504815,1947,0.6536999940872192
1522813496.7278829,1949,0.6614000201225281
1522813498.743064,1967,0.661549985408783
1522813500.311853,1981,0.6643000245094299
1522813500.5355713,1983,0.663100004196167
1522813502.5542424,2001,0.6668999791145325
1522813503.0112953,2005,0.6624000072479248
1522813503.9498813,2013,0.6736000180244446
1522813504.444359,2017,0.6618000268936157
1522813505.6168587,2027,0.6622999906539917
1522813505.9589763,2030,0.6639999747276306
1522813506.66202,2036,0.6679999828338623
1522813509.4288318,2060,0.6807500123977661
1522813510.8142283,2072,0.6783499717712402
1522813510.929508,2073,0.6801999807357788
1522813511.2718387,2076,0.6812499761581421
1522813511.3930466,2077,0.6732500195503235
1522813511.626847,2079,0.6743999719619751
1522813511.855652,2081,0.6862999796867371
1522813512.3244793,2085,0.6766999959945679
1522813512.7938962,2089,0.681850016117096
1522813513.3760002,2094,0.6762499809265137
1522813513.6094108,2096,0.680899977684021
1522813515.3475678,2111,0.6738499999046326
1522813519.3127747,2145,0.6952499747276306
1522813519.7810369,2149,0.687749981880188
1522813520.0083382,2151,0.6895999908447266
1522813520.5936322,2156,0.684149980545044
1522813521.6390312,2165,0.6991000175476074
1522813522.5805812,2173,0.6857500076293945
1522813523.0453386,2177,0.6969000101089478
1522813524.2106652,2187,0.6480500102043152
1522813524.441174,2189,0.6696000099182129
1522813524.6782086,2191,0.6912500262260437
1522813524.7938077,2192,0.6775000095367432
1522813525.2633848,2196,0.6867499947547913
1522813525.6153312,2199,0.6706500053405762
1522813526.5454674,2207,0.6768500208854675
1522813527.0163493,2211,0.6881499886512756
1522813528.6409814,2225,0.6995000243186951
1522813529.3469317,2231,0.7014999985694885
1522813529.9300995,2236,0.704800009727478
1522813530.048443,2237,0.7056499719619751
1522813530.2795467,2239,0.7077999711036682
1522813530.629394,2242,0.7009000182151794
1522813530.8596282,2244,0.691100001335144
1522813531.0961106,2246,0.6849499940872192
1522813531.2129648,2247,0.6869500279426575
1522813532.0290215,2254,0.6998999714851379
1522813532.3814707,2257,0.7024000287055969
1522813532.962641,2262,0.7035999894142151
1522813535.2471294,2281,0.7166000008583069
1522813536.411362,2291,0.7095500230789185
1522813537.1176233,2297,0.7242500185966492
1522813537.8147097,2303,0.7113999724388123
1522813538.2859812,2307,0.7081999778747559
1522813538.4095342,2308,0.7146499752998352
1522813539.692779,2319,0.7226999998092651
1522813539.8149264,2320,0.7271999716758728
1522813541.5808709,2335,0.7180500030517578
1522813542.750408,2345,0.7092999815940857
1522813543.810283,2354,0.6941499710083008
1522813545.8026853,2371,0.7043499946594238
1522813547.9462705,2389,0.7216500043869019
1522813548.0622432,2390,0.722599983215332
1522813548.2914286,2392,0.7269499897956848
1522813549.4782097,2402,0.7311000227928162
1522813549.9510953,2406,0.7240999937057495
1522813552.238164,2425,0.7401999831199646
1522813553.5334115,2436,0.7190999984741211
1522813554.4783764,2444,0.735450029373169
1522813555.1972733,2450,0.6983000040054321
1522813555.3069959,2451,0.7237499952316284
1522813555.5430913,2453,0.7311499714851379
1522813555.7771082,2455,0.7281500101089478
1522813556.3790188,2460,0.7277500033378601
1522813559.3665762,2485,0.7332500219345093
1522813559.4842298,2486,0.7429500222206116
1522813560.6852777,2496,0.7368999719619751
1522813560.9292958,2498,0.7379500269889832
1522813561.5212486,2503,0.7343999743461609
1522813563.204784,2517,0.7089999914169312
1522813563.965894,2523,0.7318500280380249
1522813564.8501656,2530,0.7336500287055969
1522813565.0858817,2532,0.7382500171661377
1522813565.3310149,2534,0.7407500147819519
1522813566.9037166,2547,0.7477999925613403
1522813567.3965375,2551,0.7516499757766724
1522813567.6364844,2553,0.7523999810218811
1522813569.215234,2566,0.7558000087738037
1522813570.6707401,2578,0.7529000043869019
1522813572.1339948,2590,0.760200023651123
1522813572.2554474,2591,0.7587000131607056
1522813572.3799627,2592,0.7615500092506409
1522813573.3473723,2600,0.7649999856948853
1522813574.0877976,2606,0.760200023651123
1522813576.1788595,2623,0.7625499963760376
1522813576.9104958,2629,0.7637500166893005
1522813577.031146,2630,0.7588000297546387
1522813578.0015235,2638,0.7702500224113464
1522813578.7377715,2644,0.7640500068664551
1522813579.4684963,2650,0.7734000086784363
1522813580.0712469,2655,0.7598000168800354
1522813582.8858593,2678,0.7678999900817871
1522813583.1378706,2680,0.7558500170707703
1522813583.7622,2685,0.7685999870300293
1522813584.3723826,2690,0.7731999754905701
1522813585.9718847,2703,0.770799994468689
1522813586.8458757,2710,0.7717999815940857
1522813588.6887693,2725,0.7728999853134155
1522813590.173062,2737,0.7777500152587891
1522813590.5526648,2740,0.7733500003814697
1522813592.2833207,2754,0.7764000296592712
1522813592.4015257,2755,0.774150013923645
1522813592.6535234,2757,0.7818499803543091
1522813596.7029455,2789,0.7829999923706055
1522813596.8228207,2790,0.7815999984741211
1522813596.9547298,2791,0.7853500247001648
1522813597.8314123,2798,0.7858499884605408
1522813599.2112367,2809,0.7818999886512756
1522813601.1017878,2824,0.7872499823570251
1522813601.4746006,2827,0.7771499752998352
1522813601.7236004,2829,0.7889999747276306
1522813601.853911,2830,0.7847499847412109
1522813605.48979,2859,0.8030999898910522
1522813607.0205529,2871,0.7950999736785889
1522813607.145606,2872,0.7985000014305115
1522813608.27025,2881,0.7935000061988831
1522813609.4171891,2890,0.7861999869346619
1522813610.1723564,2896,0.7696999907493591
1522813610.6801853,2900,0.7437000274658203
1522813612.850217,2917,0.7505499720573425
1522813613.1026862,2919,0.7614499926567078
1522813613.2239146,2920,0.7635499835014343
1522813613.3545868,2921,0.7796499729156494
1522813614.752417,2932,0.78329998254776
1522813617.037194,2950,0.783050000667572
1522813619.2221751,2967,0.805649995803833
1522813620.1168585,2974,0.808650016784668
1522813620.2471037,2975,0.8079500198364258
1522813623.1838765,2998,0.8112499713897705
1522813623.8213608,3003,0.8132500052452087
1522813624.1143484,3005,0.81045001745224
1522813624.3818266,3007,0.8054999709129333
1522813624.6406808,3009,0.8060500025749207
1522813624.8985484,3011,0.808650016784668
1522813625.4283748,3015,0.8036500215530396
1522813625.5607884,3016,0.8139500021934509
1522813627.061852,3027,0.800599992275238
1522813627.477424,3030,0.796500027179718
1522813628.5925455,3038,0.7881500124931335
1522813629.008658,3041,0.7750999927520752
1522813630.244868,3050,0.8058000206947327
1522813632.3043513,3065,0.7257000207901001
1522813632.8478553,3069,0.7555999755859375
1522813633.1571987,3071,0.7584999799728394
1522813635.2275887,3086,0.8009999990463257
1522813636.998896,3099,0.8130999803543091
1522813640.1668224,3122,0.8159499764442444
1522813642.2167034,3137,0.8148499727249146
1522813642.3468604,3138,0.8215000033378601
1522813643.310693,3145,0.8289999961853027
1522813643.9999683,3150,0.8241999745368958
1522813644.6787808,3155,0.8259999752044678
1522813645.2185373,3159,0.8245000243186951
1522813645.4851935,3161,0.8216000199317932
1522813647.7097523,3177,0.8189499974250793
1522813649.2234533,3188,0.8260499835014343
1522813650.198726,3195,0.8320000171661377
1522813650.3412423,3196,0.8339999914169312
1522813651.3025658,3203,0.8260999917984009
1522813651.7017817,3206,0.8271999955177307
1522813655.119263,3230,0.8299499750137329
1522813655.5296047,3233,0.8184999823570251
1522813656.4977806,3240,0.8300999999046326
1522813656.8992865,3243,0.8279500007629395
1522813657.03425,3244,0.8262500166893005
1522813657.3126302,3246,0.8323000073432922
1522813657.450299,3247,0.8398500084877014
1522813660.255305,3267,0.8356500267982483
1522813660.9602304,3272,0.8396499752998352
1522813662.217394,3281,0.8363500237464905
1522813662.5000305,3283,0.8378999829292297
1522813665.5924833,3305,0.8452500104904175
1522813666.71375,3313,0.8220499753952026
1522813668.7093723,3327,0.8409500122070312
1522813668.848177,3328,0.8406500220298767
1522813669.566286,3333,0.838100016117096
1522813670.2797344,3338,0.8427000045776367
1522813671.2884321,3345,0.8287000060081482
1522813675.4007316,3374,0.8439499735832214
1522813675.6934996,3376,0.8429499864578247
1522813675.9671152,3378,0.8436999917030334
1522813677.1360965,3386,0.8400999903678894
1522813679.5962062,3403,0.8274000287055969
1522813680.3599226,3408,0.8227499723434448
1522813683.5089338,3430,0.8150500059127808
1522813683.940182,3433,0.8395000100135803
1522813684.7111142,3438,0.836650013923645
1522813685.702596,3445,0.838699996471405
1522813686.263367,3449,0.8503000140190125
1522813686.554828,3451,0.8467000126838684
1522813687.43081,3457,0.839900016784668
1522813687.5739694,3458,0.8398000001907349
1522813688.4492102,3464,0.8423500061035156
1522813689.4471946,3471,0.8507999777793884
1522813690.3305159,3477,0.8500499725341797
1522813690.7801254,3480,0.8489999771118164
1522813693.1134224,3497,0.8506500124931335
1522813693.3841696,3499,0.8501999974250793
1522813694.7507493,3509,0.8436499834060669
1522813695.1467066,3512,0.8464000225067139
1522813696.1104856,3519,0.8564500212669373
1522813698.2815316,3535,0.8542500138282776
1522813698.5629325,3537,0.8462499976158142
1522813699.3826435,3543,0.8499000072479248
1522813699.9265716,3547,0.8426499962806702
1522813700.1972969,3549,0.8363999724388123
1522813702.116718,3563,0.8527500033378601
1522813704.435756,3580,0.8557999730110168
1522813706.069079,3592,0.8534500002861023
1522813707.1647062,3600,0.864549994468689
1522813709.6388524,3618,0.8518000245094299
1522813709.9158082,3620,0.8549000024795532
1522813710.1891503,3622,0.856249988079071
1522813710.600625,3625,0.8624500036239624
1522813711.0136952,3628,0.8586999773979187
1522813713.3244944,3645,0.8631500005722046
1522813714.8880594,3656,0.8593999743461609
1522813715.0289803,3657,0.863099992275238
1522813715.8456817,3663,0.8664000034332275
1522813716.8191223,3670,0.8526999950408936
1522813720.9972048,3700,0.8683500289916992
1522813721.2671776,3702,0.8571000099182129
1522813724.7715154,3726,0.8661999702453613
1522813725.3222055,3730,0.868399977684021
1522813725.4629257,3731,0.8665500283241272
1522813725.599082,3732,0.8552500009536743
1522813726.4314845,3738,0.8600500226020813
1522813726.844959,3741,0.8571500182151794
1522813727.120316,3743,0.8547999858856201
1522813728.3839343,3752,0.8621500134468079
1522813729.3760107,3759,0.8557999730110168
1522813731.1904488,3772,0.8631500005722046
1522813732.3157387,3780,0.8676999807357788
1522813734.1309955,3793,0.8715500235557556
1522813734.4019864,3795,0.8666999936103821
1522813734.8241572,3798,0.8502500057220459
1522813736.5241306,3810,0.8607500195503235
1522813737.0909684,3814,0.8714500069618225
1522813737.7989137,3819,0.8670499920845032
1522813738.0814583,3821,0.868149995803833
1522813739.493344,3831,0.8599500060081482
1522813740.0649652,3835,0.8691999912261963
1522813741.915569,3848,0.871150016784668
1522813744.2281177,3864,0.8675500154495239
1522813744.9614205,3869,0.8581500053405762
1522813745.9584394,3876,0.8673499822616577
1522813749.523203,3901,0.8740500211715698
1522813749.6725943,3902,0.8724499940872192
1522813749.8169603,3903,0.878600001335144
1522813750.8048682,3910,0.8604000210762024
1522813752.2669563,3920,0.8727499842643738
1522813753.4166343,3928,0.8708999752998352
1522813754.4196136,3935,0.8693000078201294
1522813755.00227,3939,0.8743000030517578
1522813756.5901988,3950,0.8565000295639038
1522813757.4495604,3956,0.871649980545044
1522813758.31922,3962,0.866349995136261
1522813761.5401258,3984,0.8731499910354614
1522813763.1428258,3995,0.8727499842643738
1522813763.8690615,4000,0.8766499757766724
1522813765.1698945,4009,0.8725500106811523
1522813765.314092,4010,0.8737499713897705
1522813766.8959894,4021,0.8762000203132629
1522813767.043305,4022,0.8698499798774719
1522813768.6578662,4033,0.8799999952316284
1522813769.1063673,4036,0.8682000041007996
1522813770.119484,4043,0.8701500296592712
1522813770.542597,4046,0.8769000172615051
1522813770.6953924,4047,0.8776000142097473
1522813770.8447604,4048,0.8746500015258789
1522813777.500653,4093,0.8768500089645386
1522813778.240084,4098,0.8791999816894531
1522813778.3821921,4099,0.8815000057220459
1522813779.861671,4109,0.8753499984741211
1522813788.5682697,4167,0.8794000148773193
1522813790.8460374,4182,0.8777499794960022
1522813792.482911,4193,0.8805999755859375
1522813792.6324973,4194,0.8822500109672546
1522813792.929769,4196,0.8769000172615051
1522813793.2239857,4198,0.8743000030517578
1522813793.6806397,4201,0.880050003528595
1522813793.8233216,4202,0.8784000277519226
1522813794.1161041,4204,0.8820499777793884
1522813797.566552,4227,0.873199999332428
1522813798.3147092,4232,0.8623499870300293
1522813798.761425,4235,0.8809499740600586
1522813799.9621065,4243,0.8816499710083008
1522813801.6160815,4254,0.8855000138282776
1522813802.951763,4263,0.8796499967575073
1522813803.397867,4266,0.8741000294685364
1522813803.5477602,4267,0.8704000115394592
1522813804.960557,4276,0.8793500065803528
1522813805.8617904,4282,0.8812500238418579
1522813808.2668543,4298,0.8888999819755554
1522813809.1664073,4304,0.847350001335144
1522813809.762802,4308,0.8252999782562256
1522813811.1176264,4317,0.8597999811172485
1522813811.420695,4319,0.8017500042915344
1522813812.7785842,4328,0.8646000027656555
1522813813.3812504,4332,0.8571000099182129
1522813814.2821233,4338,0.8600999712944031
1522813815.0367846,4343,0.8785499930381775
1522813818.363264,4365,0.8748499751091003
1522813818.9786038,4369,0.8763999938964844
1522813820.336308,4378,0.8857499957084656
1522813822.6054585,4393,0.8750500082969666
1522813823.6671298,4400,0.8781499862670898
1522813824.5821326,4406,0.8877500295639038
1522813825.1985497,4410,0.8739500045776367
1522813825.3485196,4411,0.8799499869346619
1522813828.2611907,4430,0.8098000288009644
1522813828.413018,4431,0.8659999966621399
1522813828.718596,4433,0.8616499900817871
1522813829.6351883,4439,0.8590999841690063
1522813830.0893338,4442,0.8829500079154968
1522813834.294628,4469,0.8820499777793884
1522813835.2949271,4475,0.8823000192642212
1522813835.9413238,4479,0.8845999836921692
1522813836.4214368,4482,0.886650025844574
1522813837.7313662,4490,0.8652999997138977
1522813838.06196,4492,0.8876000046730042
1522813840.7740624,4509,0.8856499791145325
1522813840.929772,4510,0.8819500207901001
1522813843.8586946,4529,0.8857499957084656
1522813844.0147529,4530,0.885450005531311
1522813844.4700778,4533,0.8873000144958496
1522813845.8462348,4542,0.8830500245094299
1522813847.069731,4550,0.8881999850273132
1522813847.3793902,4552,0.8877000212669373
1522813847.5313222,4553,0.8885499835014343
1522813849.8384802,4568,0.8878499865531921
1522813851.3892872,4578,0.8862500190734863
1522813851.8560498,4581,0.8793500065803528
1522813853.5513878,4592,0.8781999945640564
1522813854.013256,4595,0.885200023651123
1522813854.315277,4597,0.8840500116348267
1522813854.6205273,4599,0.8908500075340271
1522813856.4947329,4611,0.8913000226020813
1522813859.1200752,4628,0.8870000243186951
1522813861.4215727,4643,0.8899999856948853
1522813862.3528554,4649,0.8842499852180481
1522813863.434974,4656,0.8890500068664551
1522813864.718247,4664,0.8890500068664551
1522813865.3333972,4668,0.888949990272522
1522813866.419829,4675,0.890500009059906
1522813866.5720236,4676,0.8898500204086304
1522813866.728974,4677,0.8922500014305115
1522813868.2869718,4687,0.8883500099182129
1522813872.390175,4713,0.8781499862670898
1522813873.171622,4718,0.88714998960495
1522813875.6889389,4734,0.8916500210762024
1522813876.486882,4739,0.8873000144958496
1522813877.4340637,4745,0.887499988079071
1522813878.0704994,4749,0.890250027179718
1522813878.232303,4750,0.8869500160217285
1522813879.4840205,4758,0.8859500288963318
1522813879.9474628,4761,0.8895999789237976
1522813880.1011736,4762,0.8892499804496765
1522813880.414947,4764,0.8865000009536743
1522813880.8802485,4767,0.8881999850273132
1522813882.3131254,4776,0.8895000219345093
1522813882.7789218,4779,0.8677999973297119
1522813882.9389663,4780,0.8616999983787537
1522813883.5681624,4784,0.8787000179290771
1522813884.0408359,4787,0.8895000219345093
1522813884.203995,4788,0.8805000185966492
1522813885.141808,4794,0.8896499872207642
1522813886.090876,4800,0.892799973487854
1522813886.420831,4802,0.88919997215271
1522813886.8893452,4805,0.8855000138282776
1522813890.0642998,4825,0.8840500116348267
1522813892.4888673,4840,0.8945000171661377
1522813894.4707918,4852,0.8815000057220459
1522813897.5004742,4871,0.863349974155426
1522813897.8252575,4873,0.8396499752998352
1522813900.3846636,4889,0.8881000280380249
1522813900.8715181,4892,0.8861500024795532
1522813901.1932924,4894,0.8896499872207642
1522813901.3577735,4895,0.8827499747276306
1522813904.4478426,4914,0.890999972820282
1522813908.28608,4938,0.8848999738693237
1522813908.7702458,4941,0.8903999924659729
1522813910.8820968,4954,0.8929499983787537
1522813912.1874883,4962,0.8931999802589417
1522813913.464029,4970,0.8964499831199646
1522813913.6271892,4971,0.8927000164985657
1522813914.105934,4974,0.8885999917984009
1522813914.4316423,4976,0.8834499716758728
1522813914.587148,4977,0.8715000152587891
1522813916.8589275,4991,0.8896999955177307
1522813918.1585312,4999,0.8944500088691711
1522813921.7219248,5021,0.8812999725341797
1522813922.710024,5027,0.8880000114440918
1522813923.1913426,5030,0.8916500210762024
1522813924.3808768,5037,0.8890500068664551
1522813926.511951,5050,0.8896499872207642
1522813926.839794,5052,0.8950499892234802
1522813927.0081487,5053,0.8885999917984009
1522813928.1707525,5060,0.8859500288963318
1522813931.1245635,5078,0.8824999928474426
1522813933.7413733,5094,0.8936499953269958
1522813934.8944466,5101,0.8948500156402588
1522813935.718941,5106,0.8914999961853027
1522813935.8852813,5107,0.8882499933242798
1522813936.8582792,5113,0.8864499926567078
1522813938.9914908,5126,0.8895000219345093
1522813939.3280444,5128,0.88714998960495
1522813940.3116722,5134,0.8875499963760376
1522813944.5966895,5160,0.8895999789237976
1522813945.4272697,5165,0.896399974822998
1522813947.568993,5178,0.8834499716758728
1522813948.2307131,5182,0.8878999948501587
1522813951.2067144,5200,0.8919500112533569
1522813952.5435624,5208,0.8949999809265137
